"","state","heading","laws"
"2103","maryland","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Windshield Stickers
                No sign, poster, or other non-transparent material may be placed on the front windshield, other than a certificate or other paper required to be so displayed by law, or in compliance with security measures required by a federal or state government agency and approved by the MVA.
                                 "
"2104","maryland","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Other Equipment Rules
                N/A
                                 "
"2105","maryland","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Equipment
                The operator of a motorcycle may not carry any other person on the motorcycle unless it has a permanent seat to the side or behind the operator.
If any motorcycle carries a passenger other than in a sidecar or enclosed cab, the motorcycle shall be equipped with footrests for the passenger.
A person may not operate a motorcycle with handlebars more than 15 inches in height above the seat.
An individual may not operate or ride on a motorcycle unless the individual is wearing protective headgear.
An individual may not operate or ride on a motorcycle unless the individual is wearing protective eye gear, or the motorcycle is equipped with a windscreen.
All face shields and protective eye gear must allow the wearer an angle of vision of not less than 105 degrees.
Every motorcycle shall be equipped with 1 or 2 headlamps, which shall be of sufficient intensity so that they can be seen from 100 feet if the motorcycle is traveling less than 25 mph, 200 feet if the motorcycle is traveling between 25-34 mph, and at least 300 feet if the motorcycle is traveling 35 mph or more.
Every motorcycle shall be equipped with at least 1 tail lamp, visible from a distance of 1,000 feet to the rear in normal atmospheric conditions at night.
Every motorcycle shall be equipped with a white light capable of illuminating the rear registration plate from a distance of 50 feet to the rear.
Every motorcycle shall be equipped with at least 1 red rear reflector, visible from distances 100-600 feet to the rear.
Every motorcycle shall be equipped with at least 1 stop lamp mounted on the rear.
Motorcycles manufactured after January 1, 1973 shall have turn signals.
Every motorcycle shall be equipped with 2 rearview mirrors, 1 each attached on the right and left handlebars.
A person may not operate a motorcycle that has 1.5 horsepower or less, or a capacity of less than 70 cubic centimeters piston displacement on a roadway where the speed limit is more than 50 mph, or on any expressway or controlled access highway.
                                 "
"2106","maryland","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Licenses
                A Class M license authorizes the licensee to drive motorcycles, but an applicant must be age 16 years 3 months before obtaining a provisional license. The same application procedures for a motor vehicle apply to a motorcycle application.
An applicant under the age of 18 must complete a driver education and a motorcycle safety course.
                                 "
"2107","maryland","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Noise Limits
                Maximum acceptable noise limits for motorcycles:
Motorcycles manufactured between July 1, 1975 and January 1, 1988: 83 decibels.
Motorcycles manufactured after January 1, 1988: 80 decibels.
"
"2108","maryland","
                                   Motorcycles & Mopeds
                                
                                ","					
                Mopeds & Other
                An individual with any valid class of vehicle license may operate a moped.
A moped operator’s permit is available to any individual age 16 or older who does not possess a valid driver’s license. The applicant must pass a vision test and a written test and pay the required fees.
A moped operator’s permit is valid for 5 years, and can be renewed upon application and payment of the required fee.
If a motor scooter has a capacity of 50 cubic centimeters piston displacement or more, the vehicle is treated like a motorcycle requiring its driver to title and register the motor scooter, as well as obtain a Class M Motorcycle license. If a motor scooter’s capacity is less than 50 cubic centimeters piston displacement, the vehicle does not have to be titled or registered. A Class M Motorcycle license is not required but the operator must have a valid driver license of any class of vehicle. A moped operator’s permit is also valid.
                                 "
"2109","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Dimensions
                Total length: 55 feet (65 feet for travel trailers and boat transporters); trailer length: 35 feet; motor home length: 40 feet (45 feet on interstates); width: 8 feet 6 inches (excluding retractable awnings, and safety equipment and energy conservation devices up to 3 inches); height: 13 feet 6 inches.
                                 "
"2110","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Brakes
                All trailers must be equipped with parking brakes adequate to hold the vehicle on any grade on which it is operated.
All trailers with a registered gross weight of at least 10,000 lbs. must be equipped with brakes on all wheels.
Trailers not exceeding 3,000 lbs. need not have brakes on all wheels, provided that the total weight of the trailers does not exceed 40% of the gross weight of the towing vehicle when connected to the trailer and the combination of vehicles is capable of complying with braking performance requirements.
Trailers between 3,000–10,000 lbs. need not have brakes on all wheels, provided that the trailer has 2 or more axles, is equipped with brakes acting on all wheels of at least 1 of the axles, and the combination of vehicles is capable of complying with braking performance requirements. Brakes shall be capable of remaining applied for at least 15 minutes on breakaway from the towing vehicle.
 
                                 "
"2111","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Hitch/Signals
                Every full trailer shall be equipped with a tow bar and means of attaching the tow bar to the towing and towed units.
The tow bar and means of attaching the tow bar to the units shall be structurally adequate for the weight drawn; be mounted properly and securely, without excessive slack, but with enough play to allow for universal action of the connection; and have a suitable locking device to prevent accidental separation of the towed and towing vehicles.
The mounting of the trailer hitch of the towing vehicle shall include sufficient reinforcement or bracing of the frame to provide sufficient strength and rigidity to prevent undue distortion of the frame.
Every trailer and semitrailer equipped with a tow bar and any special mobile equipment being towed shall be coupled directly to the frame of the towing vehicle with 1 or more safety chains or cables, and the chains or cables shall be connected to the towed or towing vehicle and to the tow bar to prevent the tow bar from dropping to the ground if it fails.
                                 "
"2112","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Lighting
                Every trailer shall be equipped with at least 2 rear tail lamps that emit a red light plainly visible from at least 1,000 feet to the rear.
Trailers manufactured before June 1, 1971 shall have at least 1 tail lamp that emits a red light plainly visible from a distance of at least 300 feet to the rear.
On a combination of vehicles, only the tail lamps on the rearmost vehicle need actually be seen from the required distance.
Every trailer shall have either a tail lamp or separate lamp that illuminates the rear license plate with a white light from a distance of at least 50 feet.
After July 1, 1971, every trailer shall carry on the rear, either as part of the tail lamps or separately, 2 or more red reflectors visible from all distances between 100-600 feet behind the vehicle.
Before July 1, 1971, every trailer shall carry on the rear, either as part of the tail-lamps or separately, 1 or more red reflectors visible from all distances between 100-600 feet behind the vehicle.
Every trailer manufactured after July 1, 1971 shall be equipped with at least 2 stop lamps shaded either red or amber and visible from a distance of 300 feet to the rear in normal sunlight, while vehicles manufactured before that date must have at least 1 stop lamp.
Every trailer manufactured after July 1, 1971 shall be equipped with electric turn signals on the rear of the vehicle of the vehicle and shall emit a red or amber light.
Trailers and semitrailers 80 inches or more in overall width shall have: on the front, 2 clearance lamps, 1 at each side; on the rear, 2 clearance lamps, 1 at each side, and after June 1, 1971, 3 identification lamps grouped in a horizontal row, with lamp centers between 6 and 12 inches apart, and mounted on the permanent structure of the vehicle as close as practicable to the vertical centerline; on each side, 2 side marker lamps, 1 at or near the front and 1 at or near the rear; and on each side, 2 reflectors, 1 at or near the front and 1 at or near the side.
Rear reflectors on pole trailers may be mounted on each side of the bolster or load.
Clearance lamps shall be mounted so as to indicate the extreme width of the motor vehicle, not including mirrors, and as near the top of the vehicle as practicable.
When rear identification lamps are mounted at the extreme height of the vehicle, rear clearance lamps may be mounted at an optional height.
When mounting of the front clearance lamps at the highest point of a trailer results in those lamps failing to mark the extreme width of the trailer, they may be mounted at an optional height, but must indicate the extreme width of the trailer.
Front, side, and rear clearance and identification lamps shall be capable of being seen at all distances between 500 and 50 feet from the front and rear, respectively.
Trailers and semitrailers 30 feet or more in overall length shall have on each side, one amber side marker lamp and one amber reflector, centrally located with respect to the length of the vehicle.
Front clearance lamps, identification lamps, and those marker lamps and reflectors mounted on the front or on the side near the front of a vehicle shall be amber. Real clearance lamps, identification lamps, and those marker lamps and reflectors mounted on the rear or on the sides near the rear of a vehicle shall be red.
                                 "
"2113","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Mirrors
                Where the view through the inside mirror is obstructed, 2 outside rearview mirrors are required.
                                 "
"2114","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Speed Limits
                Same as passenger cars.
                                 "
"2115","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Towing
                If a trailer is towed by a Class E truck, it must have a GVW of 20,000 lbs. or less.
If a trailer is towed by a Class A passenger vehicle or a Class M multipurpose vehicle, it must have a GVW of 10,000 lbs. or less.
Class A and Class M vehicles may only tow the following: boat trailers; camping trailers; travel trailers; house trailers; or utility trailers.
                                 "
"2116","maryland","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Other Provisions
                Passengers are permitted in mobile homes but not travel trailers.
                                 "
"2117","maryland","
                                Miscellaneous Provisions  
                                
                                ","					
                Accident Reporting
                Crashes are required to be reported when in cases of injury or death.
The deadline to file a report is 15 days.
                                 "
"2118","maryland","
                                Miscellaneous Provisions  
                                
                                ","					
                Bail Bonds
                AAA Mid-Atlantic does not offer arrest bond guarantees as part of its membership.
                                 "
"2119","maryland","
                                Miscellaneous Provisions  
                                
                                ","					
                Liability Laws
                Compulsory liability minimum $30,000/60,000/15,000, and uninsured motorist coverage in like amounts. Unless waived by insured, policy shall provide no-fault coverage for medical, hospital, and disability benefits up to $2,500. General damages: no limit.
Liability insurance coverage is required at all times. Registration plates must be returned to the MVA immediately after cancellation of insurance or transfer of ownership of the vehicle. MVA monitors vehicle insurance status through several enforcement programs. If a vehicle owner is involved in an enforcement program, they must submit verification of their liability insurance to MVA upon request or face suspension of current and future registration privileges. Monetary penalties up to $2,500 per year are also imposed if vehicle is found to be uninsured.
State has non-resident service of process law; does not have guest suit law.
                                 "
"2120","maryland","
                                Miscellaneous Provisions  
                                
                                ","					
                Weigh Stations
                The Department of State Police maintains 7 vehicle weighing and measuring stations, with 1 station on Interstate 95.
The following vehicles must stop: (1) agricultural vehicles over 10,000 lbs.; (2) all commercial vehicles over 10,000 lbs.; (3) commercial buses carrying over 16 passengers; (4) any hazardous material haulers requiring placards.
                                 "
"2121","maryland","
                                Miscellaneous Provisions  
                                
                                ","					
                Bicycles
                Bicycle helmets are required for riders under age 16.
Drivers passing a bicycle must pass with a space of 3 feet between the motor vehicle and the bicycle.
                                 "
"2122","maryland","
                                Miscellaneous Provisions  
                                
                                ","					
                Other
                Maryland is party to the Non-resident Violator Compact.
                                 "
"2123","delaware","
                                 Vehicle Title
                                
                                ","					
                Title Application
                The purchaser of a motor vehicle shall make an application for a new certificate of title immediately following the purchase and no later than 30 days after the purchase of the vehicle.
Every application for an original certificate of title shall be made upon the application form furnished or approved by the DOT and shall contain a full description of the motor vehicle including the name of the maker, the vehicle serial number, any distinguishing marks, whether the vehicle is new or used, and a statement of any liens or encumbrances upon the vehicle.
                                 "
"2124","delaware","
                                 Vehicle Title
                                
                                ","			
                Title Transfer of Ownership
                Upon transfer of ownership, the buyer must surrender to the DMV the seller’s endorsed certificate of ownership.  Also, an owner is able to have their motor vehicle title issued in a transfer-on-death form by including in the certificate of title a designation of a beneficiary or beneficiaries so that, upon the owner’s death, the motor vehicle will be a non-probate asset that will pass to the beneficiary or beneficiaries named in the title.
                                "
"2125","delaware","
                                 Vehicle Title
                                
                                ","		                
                Titles for Mobile Homes
                Every owner of a mobile home shall apply to the DMV for a placement permit for each mobile home he or she owns within 60 days after the mobile home is acquired or moved into this state, whichever is sooner.
When a mobile home, park trailer or house trailer is sold by a Delaware licensed mobile home dealer the dealer shall be responsible for immediately submitting the application for certificate of title, related documents and all fees to the DMV for the purpose of securing a title.
The DOT shall not transfer the title of a mobile home or house trailer to a new owner until all county taxes levied by the jurisdiction in which the trailer is located have been paid in full.
                                "
"2126","delaware","
                                Vehicle Registration
                                
                                ","					
                Registration Application
                The DOT shall not register or renew the registration of any motor vehicle unless and until the owner makes an application for, and is granted an official certificate of title for the vehicle.
Every owner of a motor vehicle or trailer, within 60 days after taking up residence in the state, shall apply to the DOT and obtain the registration for the vehicle.
There is no grace period for late registration.
An application for the registration of a motor vehicle shall contain the name and address of the owner, and a description of the vehicle including the make, model, type of body, the serial number of the vehicle, and whether it is new or used.
The owner of a trailer may elect to register it for a 2-year period.
Motor vehicles less than 10,000 pounds may be assigned any type of number plate except an “RV” plate.
                                 "
"2127","delaware","
                                Vehicle Registration
                                
                                ","					
                Registration for Non-Residents
                A vehicle which has been registered in the state, country, or other place of which the owner is a resident, and which at all times has displayed license plates issued for any such vehicle in the place of residence of the owner, may be operated without registering the vehicle or paying any fees to the state.
The DOT shall allow registration of motor vehicles owned by individuals who are not residents of Delaware upon presentation of an affidavit by the applicant, on a form approved by the DOT, swearing or affirming that the vehicle is principally garaged in Delaware and that the applicant is the owner of at least 1 other vehicle which is registered and insured in the state of the applicant’s residence.
The DOT shall allow the registration of trailers for individuals who are not residents of the state if the individual provides documented proof of ownership of a residence in Delaware and signs a declaration indicating that the trailer will remain in Delaware at all times.
                                 "
"2128","delaware","
                                Vehicle Registration
                                
                                ","					
                Registration Type
                The DMV mails or emails registration renewal notices to each vehicle owner on record approximately 90 days before a vehicle’s registration expiration date. Vehicle registrations may be renewed up to 90 days prior to their expiration date.
                                 "
"2129","delaware","
                                Vehicle Registration
                                
                                ","					
                Emissions Inspection
                Emissions inspection is required for all vehicles manufactured since 1968. Motor vehicles manufactured in the past 5 model years are exempt.
OBD is utilized as part of the state emissions inspection process.
Visit the Delaware Division of Motor Vehicles for more information on exhaust emission inspections.
                                 "
"2130","delaware","
                                Vehicle Registration
                                
                                ","					
                Safety Inspection
                Before the DOT registers or renews the registration of a vehicle, such vehicle shall be inspected by the DOT and determined to be safe and fit for operation and found equipped according to the law. Motor vehicle dealers are able to inspect motor vehicles 5 model years old or newer that are owned by that dealership. The DOT may waive all inspection requirements of vehicles under 5,000 lbs. no older than the last 5 model years.
At any time any authorized agent of the DOT or any police officer may, upon reasonable cause, require the owner or operator of a vehicle to stop and submit such vehicle and the equipment for a safety inspection.
                                 "
"2131","delaware","
                                Vehicle Registration
                                
                                ","					
                Title and Registration Fees
                
AUTOMOBILE
Title Fee: If no lien; $25.00 ($35.00, eff. Oct. 1, 2015); With lien: $35.00
Registration Fee: 1-5 yrs: $40.00/yr.


MOTORCYCLE
Title Fee: If no lien: $25.00; With lien: $35.00
Registration Fee: $15.00/yr.


DUPLICATES
Plate Fee: $6.00 plain plate; $10.00 special plate
Registration Fee: $2.00 for card; $1.00 for sticker ($10.00 for card; $5.00 for sticker eff. Oct. 1, 2015)
Driver’s License Fee: $10.00 ($20.00, eff. Oct. 1, 2015)
Title Fee: $25.00 ($50.00, eff. Oct. 1, 2015)
Special Plates: $10-$50.00

                                 "
"2132","delaware","
                                Vehicle Registration
                                
                                ","
AUTOMOBILE
Title Fee: If no lien; $25.00 ($35.00, eff. Oct. 1, 2015); With lien: $35.00
Registration Fee: 1-5 yrs: $40.00/yr.
"
"2133","delaware","
                                Vehicle Registration
                                
                                ","
MOTORCYCLE
Title Fee: If no lien: $25.00; With lien: $35.00
Registration Fee: $15.00/yr.
"
"2134","delaware","
                                Vehicle Registration
                                
                                ","
DUPLICATES
Plate Fee: $6.00 plain plate; $10.00 special plate
Registration Fee: $2.00 for card; $1.00 for sticker ($10.00 for card; $5.00 for sticker eff. Oct. 1, 2015)
Driver’s License Fee: $10.00 ($20.00, eff. Oct. 1, 2015)
Title Fee: $25.00 ($50.00, eff. Oct. 1, 2015)
Special Plates: $10-$50.00
"
"2135","delaware","
                                License Plates
                                
                                ","					
                Plate Disbursement
                The number and registration plates shall be the property of the state and shall be furnished by the DOT for each registered motor vehicle without additional cost to the owner.
The DOT shall furnish 1 reflectorized, numbered plate for each vehicle registered.
The color scheme for license plates gold on blue.
License plates are validated with stickers.
Handicapped license plates may be issued only if applicant submits proof satisfactory to the DOT.
                                 "
"2136","delaware","
                                License Plates
                                
                                ","					
                Transfer of Plates
                The license plate remains with the car upon transfer of title if new owner is a Delaware resident. If vehicle is sold to a new owner outside the state of Delaware, the plate must be returned to the DMV. 
                                 "
"2137","delaware","
                                    Driver's Licenses 
                                
                                ","					
                Driver's License Examination
                Applicants must pass a knowledge exam, a vision screening (20/40 visual acuity required), and a driving test for an original license.
A vision screening is required every 8 years upon renewal of license.
                                 "
"2138","delaware","
                                    Driver's Licenses 
                                
                                ","					
                Graduated Driver's Licensing
                Delaware has a system of graduated licensing for novice drivers.
At age 16, individuals who have successfully completed an approved driver education course and have passed both a written and road skills test are eligible for a learner’s permit.
A learner’s permit holder must be supervised by a licensed driver age 25 or older riding in the front passenger seat and who has held a Class D license for at least 5 years.
No passengers other than the adult supervisor and 1 other passenger may be in the vehicle during the first 12 months of holding the learner’s permit (immediate family members are exempt).
After 6 months, learner’s permit holders are eligible for an intermediate license as long as they have completed 50 hours (10 at night) of supervised driving time.
In the intermediate stage, drivers may drive unsupervised between 6 a.m. and 10 p.m. Intermediate stage drivers may drive between 10 p.m. and 6 a.m. only when supervised, unless they are traveling to or from church activities, work activities, or the license holder’s school.
Intermediate license holders may not transport more than 1 passenger who is not a family member.
At the age of 17 and after 6 months of holding an intermediate license, a driver in the intermediate stage may apply for a Class D license.
Driver education is required for all license applicants under 18.
                                 "
"2139","delaware","
                                    Driver's Licenses 
                                
                                ","					
                Driver’s License Renewal
                Driver’s licenses are in effect for a period of 8 years.
When an application for a license renewal is made, the driver must surrender the expired license, fill out an application, and pass a vision test.
Military personnel, their dependents, and students may renew licenses by calling (302) 744-2506 or by mail.
Military personnel and their dependents are not required to acquire Delaware driver licenses and vehicle registrations until 60 days after separation from the service.
The DMV shall not renew a license when the licensee has failed to pay outstanding fines or fees for traffic offenses.
                                 "
"2140","delaware","
                                    Driver's Licenses 
                                
                                ","					
                Types of Driver’s Licenses
                Driver Education Learner Permit: Authorizes the holder to operate the same vehicles as a Class D license while taking an approved driver education course.
Class D Operator’s License: Authorizes license holders to operate any vehicle with a Gross Weight Rating (GWR) of less than 26,001 lbs., and cannot be designed to transport more than 15 passengers or carry hazardous material.
Driving Privilege Card or Learner’s Permit:  Authorizes holder to operate any vehicle permitted by a Class D Learner’s Permit or Operator’s License.
CDL Class A: Any combination of vehicles with a GWR of 26,001 lbs. or more, provided that the GWR of the vehicle(s) being towed is in excess of 10,000 lbs.
CDL Class B: Any single vehicle with a GWR of 26,001 lbs. or more.
Endorsements and Restrictions: H — authorizes driver to carry hazardous materials; L — restricts the driver to vehicles not equipped with airbrakes; T — authorizes driving double and triple trailers; P — authorizes driving vehicle carrying passengers; N — authorizes driving tank vehicles; and X — combines both H and N endorsements.
                                 "
"2141","delaware","
                                Traffic Rules  
                                
                                ","					
                Distracted Driving
                All drivers are prohibited from text messaging and handheld cell phone use. Learner’s permit and intermediate license holders are subject to a complete ban on cell phone use. School bus drivers are prohibited from using cell phones while driving, except in emergencies and while parked.
                                 "
"2142","delaware","
                                Traffic Rules  
                                
                                ","					
                Emergency Radio/Cellular
                The emergency phone number is 911 or #77.
Citizen band radio channel 9 is monitored for emergency calls.
                                 "
"2143","delaware","
                                Traffic Rules  
                                
                                ","					
                Headsets
                No prohibition on wearing of headsets while driving.
                                 "
"2144","delaware","
                                Traffic Rules  
                                
                                ","					
                Impaired Driving
                All 50 states and the District of Columbia prohibit the operation of a motor vehicle while under the influence of intoxicating beverages, with the illegal per se limit set at 0.08 percent blood alcohol content (.08 BAC). All 50 states and the District of Columbia set the legal drinking age at 21.
Every state’s chemical test law has ‘‘an implied consent’’ provision providing that any person operating a motor vehicle on a public highway, who is suspected of driving while intoxicated, consents to a chemical test to determine if he or she is inebriated. Failure to submit or pass such a test may cause the driver’s license to be suspended or revoked regardless of any court action finding the person innocent of the charge.
The most comprehensive resource on U.S. impaired driving laws is the National Highway Traffic Safety Administration’s Digest of Impaired Driving and Selected Beverage Control Laws.  NHTSA’s Digest is updated annually.
Delaware requires the use of ignition interlocks for all impaired driving offenders.
                                 "
"2145","delaware","
                                Traffic Rules  
                                
                                ","					
                Move Over Law
                When approaching a stationary emergency vehicle, public utility vehicle, or tow truck with flashing lights, motorists traveling in the same direction are required to move to a lane not adjacent to the vehicle and reduce speed.
                                 "
"2146","delaware","
                                Traffic Rules  
                                
                                ","					
                Seat Belts
                Seat belts are required for the driver and all passengers age 8 and older or over 65 lbs.
Violation of the seat belt law is a standard offense.
Riding in the cargo area of a pickup truck is permitted.
                                 "
"2147","delaware","
                                Traffic Rules  
                                
                                ","					
                Child Passenger Safety
                No child who is 65 inches or under in height or who is under age 12 shall occupy the front passenger seat of any vehicle equipped with a passenger-side airbag that has not been deliberately rendered inoperable.
Children under age 8 and under 66 lbs. must be properly restrained in a child safety seat or booster seat that meets federal motor vehicle safety standards appropriate for the child’s weight and height.
Violations of the child restraint laws are standard offenses.
The maximum fine for the first offense for a violation of the child restraint law is $25.
                                 "
"2148","delaware","
                                Traffic Rules  
                                
                                ","					
                Railroad Crossing
                Whenever any person driving a vehicle approaches a railroad grade crossing, drawbridge, or automatic signal system controlling the flow of traffic, the driver of such vehicle shall stop within 50 feet but not less than 15 feet from the nearest rail of such railroad, and shall not proceed until the driver can do so safely. 
                                 "
"2149","delaware","
                                Traffic Rules  
                                
                                ","					
                School Buses
                When a school bus is stopped on the roadway or shoulder and is displaying flashing lamps, the driver of any vehicle approaching the school bus from the front or from the rear shall stop before passing the bus and remain stopped until such bus begins to move or no longer has the red stop lamps activated. On roadway or roadways with 4 or more lanes, the driver approaching from the front shall not stop.
                                 "
"2150","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Bumper Height
                No passenger vehicle or station wagon shall be registered or operated upon any highway of the state if the bumper height exceeds 22 inches from the ground to the bottom of the bumper.
                                 "
"2151","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Headlight Use
                Headlights are required to be on from sunset to sunrise, during precipitation, when wipers are in use, or when visibility is less than 1000 feet.
                                 "
"2152","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Hazard Light Use
                Hazard light use is not permitted while driving except to indicate a traffic hazard.
                                 "
"2153","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Tire Chains
                Tire chain usage is permitted for hazardous weather or other related incidents only, but may not damage the highway surface.
                                 "
"2154","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Studded Tires
                Studded tires are permitted October 15 to April 15.
                                 "
"2155","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Glass/Window Tinting
                No person shall operate any motor vehicle on any public highway, which does not conspicuously display a certificate by the manufacturer of any “after manufacture” tinting material, stating that the tinting material meets the requirements of Federal Motor Vehicle Safety Standard 205.
                                 "
"2156","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Video Screens
                No statewide restriction.
                                 "
"2157","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Radar Detectors
                Radar detectors are permitted for passenger vehicles but prohibited for use by commercial vehicles.
                                 "
"2158","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Windshield Stickers
                No person shall drive upon the highways of this state with any sign, poster, or other non-transparent material upon the front windshield, or side or rear window of the vehicle other than a certificate or other paper required to be displayed by law.
                                 "
"2159","delaware","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Other Equipment Rules
                N/A.
                                 "
"2160","delaware","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Equipment
                A person operating a motorcycle shall ride only on the permanent and regular seat.
If the motorcycle is designed for passengers, it must be equipped with passenger footrests.
Every person under age 19 operating or riding on a motorcycle shall have a safety helmet and wear an eye protection approved by the DOT.
Every motorcycle shall be equipped with at least 1 and not more than 2 headlamps. A person may operate a motorcycle equipped with LED ground effect lighting that emits a non-flashing amber or white light.
                                 "
"2161","delaware","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Licenses
                No person shall operate a motorcycle without being properly licensed, having passed an examination testing the person’s ability to operate such a vehicle safely, or without completing the Motorcycle Rider Education Program as implemented by the DOT.
Riders who take an endorsement skills test on a three-wheeled motorcycle will have a three-wheeled motorcycle restriction, in addition to the motorcycle endorsement, limiting their operation to three-wheeled motorcycles only.
                                 "
"2162","delaware","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Noise Limits
                No person shall drive a motorcycle on a public roadway unless the motorcycle is equipped with a muffler to prevent excessive or unusual noise. 
                                 "
"2163","delaware","
                                   Motorcycles & Mopeds
                                
                                ","					
                Mopeds & Other
                Mopeds shall not be operated upon interstate highways.
No person shall operate a moped without having been licensed as an operator of a motor vehicle (though an operator does not need a motorcycle endorsement); minimum age is 16.
Regulations applicable to bicycles shall apply whenever a moped is operated upon any public road.
Mopeds shall be registered for a 3-year period.  Moped license plates have to be displayed on the rear of the moped so it is clearly visible.  All moped registrations will expire on December 31st.
Driving on interstate or limited access highways is not permitted.
The following safety equipment is required: headlamp, side and rear reflectors, brakes, mirror, and muffler.
Motorcycle operators under age 16 are required to wear a helmet.
Moped are exempt from vehicle safety inspections.
                                 "
"2164","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Dimensions
                Total length: 60 feet (65 feet for an RV towing a vehicle); trailer length 40 feet; motor home length: 45 feet; width: 8 feet 6 inches for trailers, 8 feet for motor homes (excluding safety equipment); height: 13 feet 6 inches.
                                 "
"2165","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Brakes
                Every motor vehicle when operated on a highway shall be equipped with brakes adequate to control the movement, and to stop and hold such vehicle and any trailer attached thereto, including 2 separate means of applying the brakes.
Brakes are required for any vehicle and load with a gross weight over 4,000 lbs.
                                 "
"2166","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Hitch/Signals
                Safety chain is recommended. 
                                 "
"2167","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Lighting
                Every trailer shall be equipped with at least 1 tail lamp, mounted on the rear, which when lighted emits a red light plainly visible from a distance of 500 feet to the rear.
                                 "
"2168","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Mirrors
                All motor vehicles shall be equipped with a mirror placed so that the driver may readily ascertain the presence of any vehicle traveling in the same direction and overtaking the Driver’s vehicle. 
                                 "
"2169","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Speed Limits
                No trailer carrying a gross weight of load in combination with a vehicle in excess of 4,000 lbs. shall be operated at a speed over 10 mph unless equipped with suitable brakes controlled by the operator of the towing vehicle. 
                                 "
"2170","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Towing
                No vehicle shall be driven upon any highway pulling more than 1 other vehicle.
The drawbar or other connection between any vehicle and the vehicle it is towing shall not exceed 15 feet in length.
If the connection between 2 vehicles, 1 towing the other, consists of a chain, rope, or cable, there shall be a red flag or other cloth not less than 12 inches square attached to the connection.
                                 "
"2171","delaware","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Other Provisions
                It shall be unlawful to ride in a house trailer being towed by another vehicle. 
                                 "
